"","project","name_old","study","no","chip","well","plate","sampleID","type","subtype","controltype","collector","host_order","host_family","host_subfamily","host_tribe","host_genus","group_tree","host_species","sex","location","sublocation","country","weight","date","year","month","day","month_day","kw","BOLD_ID","note","plot_ID","elevation","temp_week","latitude","longitude","state.province","region","sector","habitat","sample_day","CFU_Caput","CFU_Thorax","CFU_Abdomen","logCFU","tissue","CFUamount","storage","description","tag","genus_tag","group","treatment","PCR","Accession","Tax.ID","BioProject","time","exact_site","trap","bc_family","bc_genus","bc_species","combined_genus","genus_tree","group_tree.1","sample_id","is.neg","is.pos"
"A4.vca.20220926.00151_S273","16S_AW_Butterfly_Peru_bees","A4_vca_20220926_00151","Bees",NA,"A4_bees_1","D9",1,"151","sample","Bees","","Andrea","Hymenoptera","Apidae","Apinae","Meliponini","Trigona","Plebeia","sp2","","Paucartambo","Villa Carmen","Peru","","20220926",NA,NA,NA,NA,NA,"","","vca",500,22.97684105,"-12,89514 S","-71,40374 W","Paucartambo","","Kosnipata","(Secondary forest, river nerby, canopy closed) Human settlement or closeby, open canopy, road",NA,NA,NA,NA,NA,"","","","","","","Meliponini","","","",NA,"",9000,"Villa Carmen","netting","Apidae","","","Trigona","Plebeia","Plebeia","A4_vca_20220926_00151",FALSE,FALSE
"A4.vca.20220926.00152_S274","16S_AW_Butterfly_Peru_bees","A4_vca_20220926_00152","Bees",NA,"A4_bees_1","D10",1,"152","sample","Bees","","Andrea","Hymenoptera","Apidae","Apinae","Meliponini","Trigona","Trigona","sp2","","Paucartambo","Villa Carmen","Peru","","20220926",NA,NA,NA,NA,NA,"","","vca",500,22.97684105,"-12,89514 S","-71,40374 W","Paucartambo","","Kosnipata","(Secondary forest, river nerby, canopy closed) Human settlement or closeby, open canopy, road",NA,NA,NA,NA,NA,"","","","","","","Meliponini","","","",NA,"",9000,"Villa Carmen","netting",NA,NA,NA,"Trigona","Trigona","Trigona","A4_vca_20220926_00152",FALSE,FALSE
"A4.vca.20220926.00153_S275","16S_AW_Butterfly_Peru_bees","A4_vca_20220926_00153","Bees",NA,"A4_bees_1","D11",1,"153","sample","Bees","","Andrea","Hymenoptera","Apidae","Apinae","Meliponini","Trigona","Plebeia","sp2","","Paucartambo","Villa Carmen","Peru","","20220926",NA,NA,NA,NA,NA,"","","vca",500,22.97684105,"-12,89514 S","-71,40374 W","Paucartambo","","Kosnipata","(Secondary forest, river nerby, canopy closed) Human settlement or closeby, open canopy, road",NA,NA,NA,NA,NA,"","","","","","","Meliponini","","","",NA,"",9000,"Villa Carmen","netting","Apidae","","","Trigona","Plebeia","Plebeia","A4_vca_20220926_00153",FALSE,FALSE
"A4.vca.20220926.00154_S281","16S_AW_Butterfly_Peru_bees","A4_vca_20220926_00154","Bees",NA,"A4_bees_1","E6",1,"154","sample","Bees","","Andrea","Hymenoptera","Halictidae","Halictinae","Halictinae","Lasioglossum","Lasioglossum","","","Paucartambo","Villa Carmen","Peru","","20220926",NA,NA,NA,NA,NA,"","","vca",500,22.97684105,"-12,89514 S","-71,40374 W","Paucartambo","","Kosnipata","(Secondary forest, river nerby, canopy closed) Human settlement or closeby, open canopy, road",NA,NA,NA,NA,NA,"","","","","","","Halictidae_diurnal","","","",NA,"",9000,"Villa Carmen","netting",NA,NA,NA,"Lasioglossum","Lasioglossum","Lasioglossum","A4_vca_20220926_00154",FALSE,FALSE
"A4.vca.20220926.00155_S277","16S_AW_Butterfly_Peru_bees","A4_vca_20220926_00155","Bees",NA,"A4_bees_1","E2",1,"155","sample","Bees","","Andrea","Hymenoptera","Halictidae","Halictinae","Halictinae","Lasioglossum","Lasioglossum","","","Paucartambo","Villa Carmen","Peru","","20220926",NA,NA,NA,NA,NA,"","","vca",500,22.97684105,"-12,89514 S","-71,40374 W","Paucartambo","","Kosnipata","(Secondary forest, river nerby, canopy closed) Human settlement or closeby, open canopy, road",NA,NA,NA,NA,NA,"","","","","","","Halictidae_diurnal","","","",NA,"",9000,"Villa Carmen","netting",NA,NA,NA,"Lasioglossum","Lasioglossum","Lasioglossum","A4_vca_20220926_00155",FALSE,FALSE
"A4.vca.20221109.00753_S266","16S_AW_Butterfly_Peru_bees","A4_vca_20221109_00753","Bees",NA,"A4_bees_2","H4",8,"753","sample","Bees","","Andrea","Hymenoptera","Apidae","Apinae","Bombini","Bombus","Bombus","","","Paucartambo","Villa Carmen","Peru","","20221109",NA,NA,NA,NA,NA,"","","vca",500,22.97684105,"-12,89514 S","-71,40374 W","Paucartambo","","Kosnipata","(Secondary forest, river nerby, canopy closed) Human settlement or closeby, open canopy, road",NA,NA,NA,NA,NA,"","","","","","","Bombus","","","",NA,"",9000,"Villa Carmen","netting","Apidae","Bombus","Bombus transversalis","Bombus","Bombus transversalis","Bombus","A4_vca_20221109_00753",FALSE,FALSE
"A4.vca.20221109.00754_S267","16S_AW_Butterfly_Peru_bees","A4_vca_20221109_00754","Bees",NA,"A4_bees_2","H5",8,"754","sample","Bees","","Andrea","Hymenoptera","Apidae","Apinae","Bombini","Bombus","Bombus","","","Paucartambo","Villa Carmen","Peru","","20221109",NA,NA,NA,NA,NA,"","","vca",500,22.97684105,"-12,89514 S","-71,40374 W","Paucartambo","","Kosnipata","(Secondary forest, river nerby, canopy closed) Human settlement or closeby, open canopy, road",NA,NA,NA,NA,NA,"","","","","","","Bombus","","","",NA,"",9000,"Villa Carmen","netting","Apidae","Bombus","Bombus transversalis","Bombus","Bombus transversalis","Bombus","A4_vca_20221109_00754",FALSE,FALSE
"A4.way.20200920.00004_S309","16S_AW_Butterfly_Peru_bees","A4_way_20200920_00004","Bees",NA,"A4_bees_1","G11",1,"4","sample","Bees","","Andrea","Hymenoptera","Apidae","Apinae","Apini","Apis","Apis","melifera ligustica","","Paucartambo","Wayqecha","Peru","","20200920",NA,NA,NA,NA,NA,"","","way",2950,11.18559326,"-13.18251 S","-71.58266 W","Paucartambo","","Kosnipata","Human settlement or closeby, open canopy, bushland",NA,NA,NA,NA,NA,"","","","","","","Apis","","","",NA,"",1400,"Wayqecha","netting","Apidae","Apis","Apis melifera","Apis","Apis melifera","Apis","A4_way_20200920_00004",FALSE,FALSE
"A4.way.20200920.00005_S305","16S_AW_Butterfly_Peru_bees","A4_way_20200920_00005","Bees",NA,"A4_bees_1","G7",1,"5","sample","Bees","","Andrea","Hymenoptera","Apidae","Apinae","Bombini","Bombus","Bombus","coccineus","","Paucartambo","Wayqecha","Peru","","20200920",NA,NA,NA,NA,NA,"","","way",2950,11.18559326,"-13.18251 S","-71.58266 W","Paucartambo","","Kosnipata","Human settlement or closeby, open canopy, bushland",NA,NA,NA,NA,NA,"","","","","","","Bombus","","","",NA,"",1500,"Wayqecha","netting","Apidae","Bombus","Bombus hortulanus","Bombus","Bombus hortulanus","Bombus","A4_way_20200920_00005",FALSE,FALSE
"A4.way.20220920.00003_S308","16S_AW_Butterfly_Peru_bees","A4_way_20220920_00003","Bees",NA,"A4_bees_1","G10",1,"3","sample","Bees","","Andrea","Hymenoptera","Apidae","Apinae","Apini","Apis","Apis","melifera ligustica","","Paucartambo","Wayqecha","Peru","","20220920",NA,NA,NA,NA,NA,"","","way",2950,11.18559326,"-13.18251 S","-71.58266 W","Paucartambo","","Kosnipata","Human settlement or closeby, open canopy, bushland",NA,NA,NA,NA,NA,"","","","","","","Apis","","","",NA,"",1400,"Wayqecha","netting","Apidae","Apis","Apis melifera","Apis","Apis melifera","Apis","A4_way_20220920_00003",FALSE,FALSE
"A4.way.20220922.00023_S263","16S_AW_Butterfly_Peru_bees","A4_way_20220922_00023","Bees",NA,"A4_bees_1","C12",1,"23","sample","Bees","","Andrea","Hymenoptera","Apidae","Apinae","Bombini","Bombus","Bombus","coccineus","","Paucartambo","Wayqecha","Peru","","20220922",NA,NA,NA,NA,NA,"","","way",2950,11.18559326,"-13.18251 S","-71.58266 W","Paucartambo","","Kosnipata","Human settlement or closeby, open canopy, bushland",NA,NA,NA,NA,NA,"","","","","","","Bombus","","","",NA,"",1100,"Wayqecha","netting","Apidae","Bombus","Bombus hortulanus","Bombus","Bombus hortulanus","Bombus","A4_way_20220922_00023",FALSE,FALSE
"A4.way.20220922.00025_S306","16S_AW_Butterfly_Peru_bees","A4_way_20220922_00025","Bees",NA,"A4_bees_1","G8",1,"25","sample","Bees","","Andrea","Hymenoptera","Apidae","Apinae","Apini","Apis","Apis","melifera melifera","","Paucartambo","Wayqecha","Peru","","20220922",NA,NA,NA,NA,NA,"","","way",2950,11.18559326,"-13.18251 S","-71.58266 W","Paucartambo","","Kosnipata","Human settlement or closeby, open canopy, bushland",NA,NA,NA,NA,NA,"","","","","","","Apis","","","",NA,"",1100,"Wayqecha","netting","Apidae","Apis","Apis melifera","Apis","Apis melifera","Apis","A4_way_20220922_00025",FALSE,FALSE
"A4.way.20220922.00026_S303","16S_AW_Butterfly_Peru_bees","A4_way_20220922_00026","Bees",NA,"A4_bees_1","G5",1,"26","sample","Bees","","Andrea","Hymenoptera","Apidae","Apinae","Apini","Apis","Apis","melifera melifera","","Paucartambo","Wayqecha","Peru","","20220922",NA,NA,NA,NA,NA,"","","way",2950,11.18559326,"-13.18251 S","-71.58266 W","Paucartambo","","Kosnipata","Human settlement or closeby, open canopy, bushland",NA,NA,NA,NA,NA,"","","","","","","Apis","","","",NA,"",1030,"Wayqecha","netting","Apidae","Apis","Apis melifera","Apis","Apis melifera","Apis","A4_way_20220922_00026",FALSE,FALSE
"A4.way.20220922.00027_S304","16S_AW_Butterfly_Peru_bees","A4_way_20220922_00027","Bees",NA,"A4_bees_1","G6",1,"27","sample","Bees","","Andrea","Hymenoptera","Apidae","Apinae","Apini","Apis","Apis","melifera ligustica","","Paucartambo","Wayqecha","Peru","","20220922",NA,NA,NA,NA,NA,"","","way",2950,11.18559326,"-13.18251 S","-71.58266 W","Paucartambo","","Kosnipata","Human settlement or closeby, open canopy, bushland",NA,NA,NA,NA,NA,"","","","","","","Apis","","","",NA,"",1030,"Wayqecha","netting","Apidae","Apis","Apis melifera","Apis","Apis melifera","Apis","A4_way_20220922_00027",FALSE,FALSE
"AW.B1.G001_S1","16S_AW_Butterfly_join12","AW-B1-G001_S1","Other",1,"B1","A1",1,"G001","sample","Pieris","Pieridae","Arne","Lepidoptera","Pieridae","Pierinae","Pierini","Pieris","","Pieris rapae","female","Nuremberg","Laufamholz","Germany","19","12.07.2021",2021,7,12,712,29,"","","",320,17.86,"49.46372","11.15081","","","Amigo","",NA,NA,NA,NA,NA,"abdomen","","dry frozen","AW_B1_G001","G001","Pr","Pierinae","sample","med","SAMN55876226",1202446,"PRJNA1426605",NA,"","","","","","","","","",FALSE,FALSE
"AW.B1.G002_S2","16S_AW_Butterfly_join12","AW-B1-G002_S2","Other",2,"B1","A2",1,"G002","sample","Pieris","Pieridae","Arne","Lepidoptera","Pieridae","Pierinae","Pierini","Pieris","","Pieris rapae","female","Nuremberg","Laufamholz","Germany","36","12.07.2021",2021,7,12,712,29,"","","",320,17.86,"49.46372","11.15081","","","Amigo","",NA,NA,NA,NA,NA,"abdomen","","dry frozen","AW_B1_G002","G002","Pr","Pierinae","sample","med","SAMN55876227",1202446,"PRJNA1426605",NA,"","","","","","","","","",FALSE,FALSE
"AW.B1.G003_S3","16S_AW_Butterfly_join12","AW-B1-G003_S3","Other",3,"B1","A3",1,"G003","sample","Pieris","Pieridae","Arne","Lepidoptera","Pieridae","Pierinae","Pierini","Pieris","","Pieris rapae","female","Nuremberg","Laufamholz","Germany","23","12.07.2021",2021,7,12,712,29,"","","",320,17.86,"49.46372","11.15081","","","Amigo","",NA,NA,NA,NA,NA,"abdomen","","dry frozen","AW_B1_G003","G003","Pr","Pierinae","sample","med","SAMN55876228",1202446,"PRJNA1426605",NA,"","","","","","","","","",FALSE,FALSE
"AW.B1.G004_S4","16S_AW_Butterfly_join12","AW-B1-G004_S4","Other",4,"B1","A4",1,"G004","sample","Pieris","Pieridae","Arne","Lepidoptera","Pieridae","Pierinae","Pierini","Pieris","","Pieris rapae","male","Nuremberg","Laufamholz","Germany","16","12.07.2021",2021,7,12,712,29,"","","",320,17.86,"49.46372","11.15081","","","Amigo","",NA,NA,NA,NA,NA,"abdomen","","dry frozen","AW_B1_G004","G004","Pr","Pierinae","sample","med","SAMN55876229",1202446,"PRJNA1426605",NA,"","","","","","","","","",FALSE,FALSE
"AW.B1.G005_S5","16S_AW_Butterfly_join12","AW-B1-G005_S5","Other",5,"B1","A5",1,"G005","sample","Pieris","Pieridae","Arne","Lepidoptera","Pieridae","Pierinae","Pierini","Pieris","","Pieris rapae","female","Nuremberg","Laufamholz","Germany","23","12.07.2021",2021,7,12,712,29,"","","",320,17.86,"49.46372","11.15081","","","Amigo","",NA,NA,NA,NA,NA,"abdomen","","dry frozen","AW_B1_G005","G005","Pr","Pierinae","sample","high","SAMN55876230",1202446,"PRJNA1426605",NA,"","","","","","","","","",FALSE,FALSE
"AW.B1.G006_S6","16S_AW_Butterfly_join12","AW-B1-G006_S6","Other",6,"B1","A6",1,"G006","sample","Other","Nymphalidae","Arne","Lepidoptera","Nymphalidae","Satyrinae","Melanargiini","Melanargia","","Melanargia galathea","unknown","Nuremberg","Laufamholz","Germany","8","18.07.2021",2021,7,18,718,30,"","","",320,18.67,"49.46372","11.15081","","","Kita Wiese","",NA,NA,NA,NA,NA,"abdomen","","dry frozen","AW_B1_G006","G006","Mg","Satyrinae","sample","high","SAMN55876231",1202446,"PRJNA1426605",NA,"","","","","","","","","",FALSE,FALSE
"AW.B1.G007_S7","16S_AW_Butterfly_join12","AW-B1-G007_S7","Other",7,"B1","A7",1,"G007","sample","Other","Nymphalidae","Arne","Lepidoptera","Nymphalidae","Satyrinae","Melanargiini","Melanargia","","Melanargia galathea","unknown","Nuremberg","Laufamholz","Germany","7","18.07.2021",2021,7,18,718,30,"","","",320,18.67,"49.46372","11.15081","","","Kita Wiese","",NA,NA,NA,NA,NA,"abdomen","","dry frozen","AW_B1_G007","G007","Mg","Satyrinae","sample","high","SAMN55876232",1202446,"PRJNA1426605",NA,"","","","","","","","","",FALSE,FALSE
"AW.B1.G008_S8","16S_AW_Butterfly_join12","AW-B1-G008_S8","Other",8,"B1","A8",1,"G008","sample","Other","Nymphalidae","Arne","Lepidoptera","Nymphalidae","Satyrinae","Melanargiini","Melanargia","","Melanargia galathea","unknown","Nuremberg","Laufamholz","Germany","29","18.07.2021",2021,7,18,718,30,"","","",320,18.67,"49.46372","11.15081","","","Kita Wiese","",NA,NA,NA,NA,NA,"abdomen","","dry frozen","AW_B1_G008","G008","Mg","Satyrinae","sample","med","SAMN55876233",1202446,"PRJNA1426605",NA,"","","","","","","","","",FALSE,FALSE
"AW.B1.G009_S9","16S_AW_Butterfly_join12","AW-B1-G009_S9","Other",9,"B1","A9",1,"G009","sample","Other","Nymphalidae","Arne","Lepidoptera","Nymphalidae","Satyrinae","Melanargiini","Melanargia","","Melanargia galathea","unknown","Nuremberg","Laufamholz","Germany","18","18.07.2021",2021,7,18,718,30,"","","",320,18.67,"49.46372","11.15081","","","Kita Wiese","",NA,NA,NA,NA,NA,"abdomen","","dry frozen","AW_B1_G009","G009","Mg","Satyrinae","sample","med","SAMN55876234",1202446,"PRJNA1426605",NA,"","","","","","","","","",FALSE,FALSE
"AW.B1.G010_S10","16S_AW_Butterfly_join12","AW-B1-G010_S10","Other",10,"B1","A10",1,"G010","sample","Pieris","Pieridae","Arne","Lepidoptera","Pieridae","Pierinae","Pierini","Pieris","","Pieris napi","female","Nuremberg","Laufamholz","Germany","28","18.07.2021",2021,7,18,718,30,"","","",320,18.67,"49.46372","11.15081","","","Kita Wiese","",NA,NA,NA,NA,NA,"abdomen","","dry frozen","AW_B1_G010","G010","Pn","Pierinae","sample","med","SAMN55876235",1202446,"PRJNA1426605",NA,"","","","","","","","","",FALSE,FALSE
"AW.B1.G011_S11","16S_AW_Butterfly_join12","AW-B1-G011_S11","Other",11,"B1","A11",1,"G011","sample","Pieris","Pieridae","Arne","Lepidoptera","Pieridae","Pierinae","Pierini","Pieris","","Pieris napi","female","Nuremberg","Laufamholz","Germany","27","25.07.2021",2021,7,25,725,31,"","","",320,19.6,"49.46372","11.15081","","","Kita Wiese","",NA,NA,NA,NA,NA,"abdomen","","dry frozen","AW_B1_G011","G011","Pn","Pierinae","sample","high","SAMN55876236",1202446,"PRJNA1426605",NA,"","","","","","","","","",FALSE,FALSE
"AW.B1.G013_S13","16S_AW_Butterfly_join12","AW-B1-G013_S13","Other",13,"B1","B1",1,"G013","sample","Pieris","Pieridae","Arne","Lepidoptera","Pieridae","Pierinae","Pierini","Pieris","","Pieris rapae","female","Nuremberg","Laufamholz","Germany","12","25.07.2021",2021,7,25,725,31,"","","",320,19.6,"49.46372","11.15081","","","Kita Wiese","",NA,NA,NA,NA,NA,"abdomen","","dry frozen","AW_B1_G013","G013","Pr","Pierinae","sample","high","SAMN55876237",1202446,"PRJNA1426605",NA,"","","","","","","","","",FALSE,FALSE
"AW.B1.G014_S14","16S_AW_Butterfly_join12","AW-B1-G014_S14","Other",14,"B1","B2",1,"G014","sample","Pieris","Pieridae","Arne","Lepidoptera","Pieridae","Pierinae","Pierini","Pieris","","Pieris rapae","female","Nuremberg","Laufamholz","Germany","29","25.07.2021",2021,7,25,725,31,"","","",320,19.6,"49.46372","11.15081","","","Kita Wiese","",NA,NA,NA,NA,NA,"abdomen","","dry frozen","AW_B1_G014","G014","Pr","Pierinae","sample","med","SAMN55876238",1202446,"PRJNA1426605",NA,"","","","","","","","","",FALSE,FALSE
"AW.B1.G015_S15","16S_AW_Butterfly_join12","AW-B1-G015_S15","Other",15,"B1","B3",1,"G015","sample","Pieris","Pieridae","Arne","Lepidoptera","Pieridae","Pierinae","Pierini","Pieris","","Pieris rapae","male","Nuremberg","Laufamholz","Germany","13","25.07.2021",2021,7,25,725,31,"","","",320,19.6,"49.46372","11.15081","","","Kita Wiese","",NA,NA,NA,NA,NA,"abdomen","","dry frozen","AW_B1_G015","G015","Pr","Pierinae","sample","med","SAMN55876239",1202446,"PRJNA1426605",NA,"","","","","","","","","",FALSE,FALSE
"AW.B1.G016_S16","16S_AW_Butterfly_join12","AW-B1-G016_S16","Other",16,"B1","B4",1,"G016","sample","Pieris","Pieridae","Arne","Lepidoptera","Pieridae","Pierinae","Pierini","Pieris","","Pieris rapae","female","Nuremberg","Laufamholz","Germany","13","25.07.2021",2021,7,25,725,31,"","","",320,19.6,"49.46372","11.15081","","","Kita Wiese","",NA,NA,NA,NA,NA,"abdomen","","dry frozen","AW_B1_G016","G016","Pr","Pierinae","sample","high","SAMN55876240",1202446,"PRJNA1426605",NA,"","","","","","","","","",FALSE,FALSE
"AW.B1.G018_S18","16S_AW_Butterfly_join12","AW-B1-G018_S18","Other",18,"B1","B6",1,"G018","sample","Pieris","Pieridae","Arne","Lepidoptera","Pieridae","Pierinae","Pierini","Pieris","","Pieris rapae","female","Nuremberg","Laufamholz","Germany","14","25.07.2021",2021,7,25,725,31,"","","",320,19.6,"49.46372","11.15081","","","Kita Wiese","",NA,NA,NA,NA,NA,"abdomen","","dry frozen","AW_B1_G018","G018","Pr","Pierinae","sample","high","SAMN55876242",1202446,"PRJNA1426605",NA,"","","","","","","","","",FALSE,FALSE
"AW.B1.G019_S19","16S_AW_Butterfly_join12","AW-B1-G019_S19","Other",19,"B1","B7",1,"G019","sample","Pieris","Pieridae","Arne","Lepidoptera","Pieridae","Pierinae","Pierini","Pieris","","Pieris rapae","female","Nuremberg","Laufamholz","Germany","9","02.08.2021",2021,8,2,802,32,"","","",320,18.7,"49.46372","11.15081","","","Kita Wiese","",NA,NA,NA,NA,NA,"abdomen","","dry frozen","AW_B1_G019","G019","Pr","Pierinae","sample","high","SAMN55876243",1202446,"PRJNA1426605",NA,"","","","","","","","","",FALSE,FALSE
"AW.B1.G020_S20","16S_AW_Butterfly_join12","AW-B1-G020_S20","Other",20,"B1","B8",1,"G020","sample","Pieris","Pieridae","Arne","Lepidoptera","Pieridae","Pierinae","Pierini","Pieris","","Pieris rapae","female","Nuremberg","Laufamholz","Germany","5","02.08.2021",2021,8,2,802,32,"","","",320,18.7,"49.46372","11.15081","","","Kita Wiese","",NA,NA,NA,NA,NA,"abdomen","","dry frozen","AW_B1_G020","G020","Pr","Pierinae","sample","high","SAMN55876244",1202446,"PRJNA1426605",NA,"","","","","","","","","",FALSE,FALSE
"AW.B1.G021_S21","16S_AW_Butterfly_join12","AW-B1-G021_S21","Other",21,"B1","B9",1,"G021","sample","Pieris","Pieridae","Arne","Lepidoptera","Pieridae","Pierinae","Pierini","Pieris","","Pieris napi","female","Nuremberg","Laufamholz","Germany","8","02.08.2021",2021,8,2,802,32,"","","",320,18.7,"49.46372","11.15081","","","Kita Wiese","",NA,NA,NA,NA,NA,"abdomen","","dry frozen","AW_B1_G021","G021","Pn","Pierinae","sample","med","SAMN55876245",1202446,"PRJNA1426605",NA,"","","","","","","","","",FALSE,FALSE
"AW.B1.G022_S22","16S_AW_Butterfly_join12","AW-B1-G022_S22","Other",22,"B1","B10",1,"G022","sample","Pieris","Pieridae","Arne","Lepidoptera","Pieridae","Pierinae","Pierini","Pieris","","Pieris rapae","female","Nuremberg","Malmsbach","Germany","11","08.08.2021",2021,8,8,808,33,"","","",311,16.71,"49.47511","11.18093","","","Pegnitz Wiese","",NA,NA,NA,NA,NA,"abdomen","","dry frozen","AW_B1_G022","G022","Prn","Pierinae","sample","med","SAMN55876246",1202446,"PRJNA1426605",NA,"","","","","","","","","",FALSE,FALSE
"AW.B1.G023_S23","16S_AW_Butterfly_join12","AW-B1-G023_S23","Other",23,"B1","B11",1,"G023","sample","Pieris","Pieridae","Arne","Lepidoptera","Pieridae","Pierinae","Pierini","Pieris","","Pieris napi","male","Nuremberg","Malmsbach","Germany","9","08.08.2021",2021,8,8,808,33,"","","",311,16.71,"49.47511","11.18093","","","Pegnitz Wiese","",NA,NA,NA,NA,NA,"abdomen","","dry frozen","AW_B1_G023","G023","Prn","Pierinae","sample","high","SAMN55876247",1202446,"PRJNA1426605",NA,"","","","","","","","","",FALSE,FALSE
"AW.B1.G024_S24","16S_AW_Butterfly_join12","AW-B1-G024_S24","Other",24,"B1","B12",1,"G024","sample","Pieris","Pieridae","Arne","Lepidoptera","Pieridae","Pierinae","Pierini","Pieris","","Pieris napi","male","Nuremberg","Malmsbach","Germany","5","08.08.2021",2021,8,8,808,33,"","","",311,16.71,"49.47511","11.18093","","","Pegnitz Wiese","",NA,NA,NA,NA,NA,"abdomen","","dry frozen","AW_B1_G024","G024","Prn","Pierinae","sample","high","SAMN55876248",1202446,"PRJNA1426605",NA,"","","","","","","","","",FALSE,FALSE
"AW.B1.G026_S26","16S_AW_Butterfly_join12","AW-B1-G026_S26","Other",26,"B1","C2",1,"G026","sample","Pieris","Pieridae","Arne","Lepidoptera","Pieridae","Pierinae","Pierini","Pieris","","Pieris napi","female","Nuremberg","Malmsbach","Germany","17","08.08.2021",2021,8,8,808,33,"","","",311,16.71,"49.47511","11.18093","","","Pegnitz Wiese","",NA,NA,NA,NA,NA,"abdomen","","dry frozen","AW_B1_G026","G026","Prn","Pierinae","sample","med","SAMN55876250",1202446,"PRJNA1426605",NA,"","","","","","","","","",FALSE,FALSE
"AW.B1.G027_S27","16S_AW_Butterfly_join12","AW-B1-G027_S27","Other",27,"B1","C3",1,"G027","sample","Pieris","Pieridae","Arne","Lepidoptera","Pieridae","Pierinae","Pierini","Pieris","","Pieris napi","male","Nuremberg","Malmsbach","Germany","8","08.08.2021",2021,8,8,808,33,"","","",311,16.71,"49.47511","11.18093","","","Pegnitz Wiese","",NA,NA,NA,NA,NA,"abdomen","","dry frozen","AW_B1_G027","G027","Prn","Pierinae","sample","med","SAMN55876251",1202446,"PRJNA1426605",NA,"","","","","","","","","",FALSE,FALSE
"AW.B1.G028_S28","16S_AW_Butterfly_join12","AW-B1-G028_S28","Other",28,"B1","C4",1,"G028","sample","Pieris","Pieridae","Arne","Lepidoptera","Pieridae","Pierinae","Pierini","Pieris","","Pieris napi","male","Nuremberg","Malmsbach","Germany","15","08.08.2021",2021,8,8,808,33,"","","",311,16.71,"49.47511","11.18093","","","Pegnitz Wiese","",NA,NA,NA,NA,NA,"abdomen","","dry frozen","AW_B1_G028","G028","Prn","Pierinae","sample","med","SAMN55876252",1202446,"PRJNA1426605",NA,"","","","","","","","","",FALSE,FALSE
"AW.B1.G029_S29","16S_AW_Butterfly_join12","AW-B1-G029_S29","Other",29,"B1","C5",1,"G029","sample","Pieris","Pieridae","Arne","Lepidoptera","Pieridae","Pierinae","Pierini","Pieris","","Pieris napi","female","Nuremberg","Malmsbach","Germany","9","14.08.2021",2021,8,14,814,33,"","9-11 Uhr","",311,19.64,"49.47511","11.18093","","","","",NA,NA,NA,NA,NA,"abdomen","","dry frozen","AW_B1_G029","G029","Pn","Pierinae","sample","high","SAMN55876253",1202446,"PRJNA1426605",NA,"","","","","","","","","",FALSE,FALSE
"AW.B1.G030_S31","16S_AW_Butterfly_join12","AW-B1-G030_S31","Other",31,"B1","C7",1,"G030","sample","Pieris","Pieridae","Arne","Lepidoptera","Pieridae","Pierinae","Pierini","Pieris","","Pieris napi","female","Nuremberg","Malmsbach","Germany","34","14.08.2021",2021,8,14,814,33,"","9-11 Uhr","",311,19.64,"49.47511","11.18093","","","","",NA,NA,NA,NA,NA,"abdomen","","dry frozen","AW_B1_G030","G030","Pn","Pierinae","sample","med","SAMN55876254",1202446,"PRJNA1426605",NA,"","","","","","","","","",FALSE,FALSE
"AW.B1.G032_S33","16S_AW_Butterfly_join12","AW-B1-G032_S33","Other",33,"B1","C9",1,"G032","sample","Pieris","Pieridae","Arne","Lepidoptera","Pieridae","Pierinae","Pierini","Pieris","","Pieris rapae","female","Nuremberg","Malmsbach","Germany","15","14.08.2021",2021,8,14,814,33,"","9-11 Uhr","",311,19.64,"49.47511","11.18093","","","","",NA,NA,NA,NA,NA,"abdomen","","dry frozen","AW_B1_G032","G032","Pr","Pierinae","sample","med","SAMN55876256",1202446,"PRJNA1426605",NA,"","","","","","","","","",FALSE,FALSE
"AW.B1.G033_S34","16S_AW_Butterfly_join12","AW-B1-G033_S34","Other",34,"B1","C10",1,"G033","sample","Pieris","Pieridae","Arne","Lepidoptera","Pieridae","Pierinae","Pierini","Pieris","","Pieris napi","male","Nuremberg","Malmsbach","Germany","17","16.08.2021",2021,8,16,816,34,"","10-12 Uhr","",311,20.5,"49.47511","11.18093","","","","",NA,NA,NA,NA,NA,"abdomen","","dry frozen","AW_B1_G033","G033","Pn","Pierinae","sample","high","SAMN55876257",1202446,"PRJNA1426605",NA,"","","","","","","","","",FALSE,FALSE
"AW.B1.G034_S35","16S_AW_Butterfly_join12","AW-B1-G034_S35","Other",35,"B1","C11",1,"G034","sample","Pieris","Pieridae","Arne","Lepidoptera","Pieridae","Pierinae","Pierini","Pieris","","Pieris rapae","male","Nuremberg","Malmsbach","Germany","7","16.08.2021",2021,8,16,816,34,"","10-12 Uhr","",311,20.5,"49.47511","11.18093","","","","",NA,NA,NA,NA,NA,"abdomen","","dry frozen","AW_B1_G034","G034","Pr","Pierinae","sample","high","SAMN55876258",1202446,"PRJNA1426605",NA,"","","","","","","","","",FALSE,FALSE
